"Druid","Title","Collection"
"cy194ds8365","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"cy295yt4838","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"cy356fx0355","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"cy504cf5323","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"cy532gk8932","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"cy730ph6235","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"cy732nq9773","Silicon Valley Selects, 1986-1997, Tech Selects 6, Adobe","Douglas Menuez photography collection, circa 1985-2008"
"cy753gm7407","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"cy812wb0541","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"cy821jk3335","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"cy889nc7616","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"cy891jb4757","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"cy898td4187","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"cz010bc8067","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"cz070jv9704","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"cz082pd8056","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"cz112mx4489","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"cz126jy0973","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"cz187qt2997","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"cz241rf9126","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"cz282qp5915","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"cz398xt4000","IBM CEO 12/97","Douglas Menuez photography collection, circa 1985-2008"
"cz421ct5271","Next Software Developers Lunch","Douglas Menuez photography collection, circa 1985-2008"
"cz471zz5806","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"cz540tk2762","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"cz604tj0688","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"cz642mr2607","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"cz718pq0620","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"cz782vc4029","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"cz812wq6084","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"cz816hp5917","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"cz848jh4279","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"cz876pz7664","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"cz889mw9152","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"cz917tg0506","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"cz958by2974","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"db089fr7060","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"db126bz2485","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"db180yw0577","Newton 1993 #3","Douglas Menuez photography collection, circa 1985-2008"
"db271vh6695","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"db331hk5126","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"db361wq6548","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"db399cr0150","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"db405pv4014","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"db475qw1622","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"db535my5604","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"db541rs6867","Farallon, 1991/1992","Douglas Menuez photography collection, circa 1985-2008"
"db584th5609","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"db617xy0146","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"db617zp0582","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"db618cg4793","Newton 1993 #3","Douglas Menuez photography collection, circa 1985-2008"
"db710rp9802","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"db755kr8835","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"db843qd3227","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"db866pj8564","Newton Defying Gravity","Douglas Menuez photography collection, circa 1985-2008"
"dc051ps3335","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dc091jh3290","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"dc225fh8590","NetObjects 1996","Douglas Menuez photography collection, circa 1985-2008"
"dc261cp0759","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"dc261jp3786","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"dc267tr4634","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"dc299nt6432","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dc360yd4716","Farallon 1990 July-Dec","Douglas Menuez photography collection, circa 1985-2008"
"dc384kd7652","IBM CEO 12/97","Douglas Menuez photography collection, circa 1985-2008"
"dc399gd0417","Kleiner, Perkins Caulfield and Byers, Bill Clinton","Douglas Menuez photography collection, circa 1985-2008"
"dc399wr3654","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"dc410tw7138","Newton 1993 #2","Douglas Menuez photography collection, circa 1985-2008"
"dc477wy6194","Silicon Valley Selects, 1986-1997, Tech Selects 7, Adobe/Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"dc541kc6218","Farallon 1989 Jan.-Nov","Douglas Menuez photography collection, circa 1985-2008"
"dc546hr1957","Adobe, Color","Douglas Menuez photography collection, circa 1985-2008"
"dc624mv5844","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"dc654xh7581","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"dc665zq2224","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"dc718pm2313","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"dc750qx8377","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"dc806wk5127","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"dc823jj5249","NeXT, 1986-1987","Douglas Menuez photography collection, circa 1985-2008"
"dc845fz2006","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"dc857ny9689","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"dc861pv8314","Apple / The New Mac","Douglas Menuez photography collection, circa 1985-2008"
"dd021gh2460","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dd039md2390","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"dd054dh4856","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"dd103dv1671","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"dd159ty4411","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"dd202mv0124","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"dd422jv5491","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dd427xb3513","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"dd458zy2913","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"dd495nw5350","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"dd544tp3347","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"dd593qd0674","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"dd596yf0021","NeXT 1988","Douglas Menuez photography collection, circa 1985-2008"
"dd664vv9381","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"dd831ws3441","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"dd843mp5168","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"dd878kc1362","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"dd933rh0479","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dd936nf3338","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"dd978nq7925","Newton 1992 #3","Douglas Menuez photography collection, circa 1985-2008"
"dd986zm3443","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"dd997sx5784","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"df120nb5193","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"df161zt7811","Adobe Color 1990","Douglas Menuez photography collection, circa 1985-2008"
"df168jf2889","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"df387kj2057","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"df475tf2290","Silicon Valley Selects, 1986-1997, Tech Selects 5, Sun Microsystems, #1","Douglas Menuez photography collection, circa 1985-2008"
"df478xb9364","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"df512mf6757","Sun Microsystems, 1992, #2","Douglas Menuez photography collection, circa 1985-2008"
"df588zh4383","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"df619mp3289","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"df631jm7318","IBM","Douglas Menuez photography collection, circa 1985-2008"
"df707xt2233","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"df749dm4587","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"df774yn3717","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"df815sf4441","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"df886qh6058","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"df923nj8577","Newton 1992","Douglas Menuez photography collection, circa 1985-2008"
"dg087hd0891","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"dg141hp2018","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"dg181ck4478","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"dg301cs5045","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"dg310fj4228","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"dg363gn3159","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"dg377gj6516","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"dg396mx2657","Sun 1992","Douglas Menuez photography collection, circa 1985-2008"
"dg407sn2491","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"dg572st1605","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"dg576th7183","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"dg580vp5629","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"dg596rj5360","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"dg655bf5748","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"dg659tb1795","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"dg668db9269","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"dg683hd0642","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"dg691dq4759","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dg699wz3552","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"dg987wx8486","NeXT 1989","Douglas Menuez photography collection, circa 1985-2008"
"dh151zb5582","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"dh186qq8506","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"dh218fd8584","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"dh247gr3585","Adobe 1994 Book 1","Douglas Menuez photography collection, circa 1985-2008"
"dh309jh0105","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"dh340jz9238","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"dh453yk3306","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"dh481sw3706","IBM 11/97 Burlington","Douglas Menuez photography collection, circa 1985-2008"
"dh554pc7907","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"dh579km8853","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"dh595vz0374","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"dh598kp7858","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"dh604wv9680","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"dh605nd7090","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"dh616qg4637","NeXT, 1986-1987","Douglas Menuez photography collection, circa 1985-2008"
"dh686yq2126","Super Mac","Douglas Menuez photography collection, circa 1985-2008"
"dh705hh7604","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"dh739vg8321","Apple Blueprint Book 2, 1994","Douglas Menuez photography collection, circa 1985-2008"
"dh838nh6462","Adobe, Color - Tokyo","Douglas Menuez photography collection, circa 1985-2008"
"dh893gs1956","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"dh918fy5451","Silicon Valley Selects, 1986-1997, Tech Selects 5, Sun Microsystems, #1","Douglas Menuez photography collection, circa 1985-2008"
"dh929kr4521","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"dh933rk8336","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"dh947hb3502","Sun Microsystems, 1992, #2, Computer Bike Outs","Douglas Menuez photography collection, circa 1985-2008"
